31/10/2022 11:55:57 :
        Data file: C:\Users\rchen2\Documents\Black Grouse PhD\GitHub\blackgrouse-hunting\data\cleandata\Microsat.males.noLOCUS1+13.fstat.dat
        Used loci:  Loc_1 Loc_2 Loc_3 Loc_4 Loc_5 Loc_7 Loc_8 Loc_9 Loc_10 Loc_11
        Detection of first generation migrants
        Likelihood ratio L_home / L_max
        Criterion: Rannala & Mountain (1997)
        Number of simulated individuals: 1000
        Simulation algorithm: Paetkau et al. (2004)
        Threshold (p-value): 0.01
        Starting computation
31/10/2022 11:55:57 - 19 individuals with a probability below 0.01
31/10/2022 11:55:59 - Computation terminated. Duration: 7459.875 s
;;;;1;2;3;4;5;6;7;8;9;10;11;12;Nb. of loci;Used loci;Missing loci
1/;1;0.000;0.710;11.770;13.321;13.134;11.954;13.224;12.990;14.598;13.185;12.973;12.884;12.773;13.377;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.733;8.323;9.961;9.594;9.773;9.598;9.367;10.365;11.152;9.517;10.188;10.231;9.195;9 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_8  Loc_9  Loc_10  Loc_11  ; Loc_7  
1/;1;1.360;0.083;14.305;15.629;13.753;12.945;16.343;18.146;14.266;14.412;15.641;13.809;13.481;14.500;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.709;11.985;12.633;14.106;13.608;12.220;12.693;13.550;13.122;13.573;12.600;13.439;13.209;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;2.622;0.010;16.917;14.454;14.295;15.318;15.257;17.851;15.857;17.145;15.092;15.144;15.653;15.797;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.711;10.949;12.319;12.175;12.184;11.042;13.232;11.994;12.391;12.576;11.400;11.519;12.521;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.623;0.213;12.946;12.615;14.430;13.625;12.958;13.546;13.746;16.234;13.605;12.323;13.078;13.878;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.304;0.081;14.011;13.658;16.072;12.708;15.824;15.939;13.965;14.470;14.869;15.198;12.934;14.357;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.708;12.095;13.879;16.498;15.529;14.532;13.692;14.374;13.862;14.657;14.548;13.442;14.313;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.703;10.432;10.551;11.639;10.561;10.723;10.925;10.937;13.896;12.236;11.306;10.616;11.144;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.433;0.268;10.525;11.362;12.058;11.610;10.092;10.456;11.210;12.993;10.660;10.955;11.286;11.568;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.128;0.371;10.839;11.239;12.132;10.834;10.965;10.711;10.756;12.458;11.414;11.581;10.976;11.509;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.709;10.321;11.927;13.388;11.174;12.826;16.086;12.384;12.454;13.912;11.571;11.679;12.981;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.706;9.976;11.673;11.615;12.040;11.030;10.107;11.914;12.030;11.545;12.593;11.806;11.680;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.710;11.868;14.900;13.876;13.657;13.167;12.244;13.227;13.963;12.678;13.054;13.310;15.061;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.713;12.272;14.502;14.802;13.086;13.524;13.840;14.230;15.287;13.631;13.176;14.057;13.984;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.580;0.227;14.795;15.489;18.615;15.740;15.685;18.435;14.216;17.868;15.819;17.699;14.784;18.527;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.714;10.406;12.456;11.555;12.401;11.892;11.341;12.449;13.121;13.531;13.695;12.693;12.372;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.711;13.827;15.000;16.578;15.955;15.435;13.921;15.791;16.943;15.128;15.484;15.764;16.196;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.092;0.381;14.019;15.090;14.775;15.363;13.941;14.879;15.344;15.761;13.927;14.070;13.957;16.213;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.712;11.789;14.273;15.263;14.736;16.302;14.253;15.795;14.621;16.098;14.906;13.736;15.884;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.962;0.028;14.527;13.491;15.412;12.849;13.063;16.315;14.571;15.580;14.752;13.371;12.564;12.656;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.705;13.562;17.369;16.206;15.065;16.145;14.994;18.200;19.271;15.222;14.432;16.504;18.630;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.855;0.153;13.938;13.207;13.083;14.280;13.862;13.285;15.412;14.763;14.124;14.059;15.108;14.296;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.111;0.372;10.242;11.711;12.791;11.722;10.131;11.206;11.465;11.400;11.998;11.798;11.045;11.709;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.182;0.348;11.678;13.493;13.214;12.236;12.204;11.745;12.626;11.496;13.410;12.959;12.367;14.161;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.342;0.291;12.847;12.711;14.068;13.696;13.474;12.505;13.266;12.913;13.522;12.912;13.277;12.623;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.211;0.336;11.116;12.926;13.196;13.005;11.076;10.905;12.298;13.713;12.350;12.164;12.349;13.275;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.314;0.085;12.200;14.914;15.414;14.960;13.185;10.887;16.282;14.089;13.389;12.203;12.620;14.727;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.712;10.780;12.538;12.721;11.721;12.560;13.952;12.972;13.278;14.035;12.764;11.572;12.624;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.709;12.061;13.287;14.914;14.048;13.681;14.891;13.409;12.942;13.085;13.704;13.111;13.466;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.885;0.145;11.224;11.893;12.153;11.123;10.808;11.405;11.479;10.338;12.078;11.288;10.948;12.388;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.083;0.108;13.658;13.687;14.295;13.753;13.229;13.978;12.575;15.083;13.087;16.869;13.168;16.109;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.709;10.337;12.699;14.334;13.314;12.837;14.309;12.208;12.130;13.005;14.021;13.127;12.561;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.403;0.071;16.246;17.117;18.393;14.843;19.725;17.254;19.428;16.354;17.117;16.847;15.480;19.565;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.702;10.416;12.036;14.432;13.043;11.126;12.139;11.746;12.295;11.963;11.766;12.182;11.636;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.705;11.161;11.665;12.454;13.429;13.872;13.164;13.321;14.098;14.092;14.373;12.501;13.102;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.706;11.525;12.731;14.610;14.081;12.935;15.123;12.650;12.126;12.278;13.497;13.138;12.648;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.703;11.499;14.036;15.401;14.141;12.306;13.973;14.042;12.200;12.177;14.965;14.152;13.373;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.932;0.144;11.400;11.733;12.560;11.303;10.468;11.811;11.023;12.222;12.139;10.937;11.756;11.403;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.710;11.464;13.123;14.416;12.844;12.827;15.453;12.205;13.369;12.821;11.979;12.684;12.469;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.780;0.173;11.941;11.162;12.786;13.093;11.489;11.420;13.894;13.611;12.803;11.202;11.720;13.526;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.714;13.152;15.584;14.070;13.469;14.593;13.278;15.588;14.902;14.339;14.707;15.091;15.760;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.708;10.821;12.313;14.056;12.060;12.512;13.283;12.733;11.405;13.860;12.041;12.495;13.385;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.456;0.262;11.281;12.288;10.949;10.985;10.825;11.978;12.283;11.494;11.807;11.155;10.862;12.093;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.704;13.253;15.532;15.939;15.696;16.186;15.926;17.751;15.959;15.563;15.317;15.537;16.690;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.706;9.898;12.122;12.389;11.817;11.470;10.804;11.306;12.421;12.089;11.707;11.411;11.794;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.713;10.446;12.366;12.108;11.125;13.364;14.865;12.713;11.281;12.504;12.142;12.514;12.618;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.706;11.181;11.385;13.041;11.801;11.820;11.206;11.824;13.974;11.706;11.692;12.323;11.542;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.713;10.435;13.078;13.864;12.446;12.342;11.721;12.694;12.615;13.197;12.987;12.504;13.475;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.253;0.317;10.737;11.133;11.802;11.376;10.484;10.873;11.223;12.709;12.447;11.388;10.745;11.982;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.698;11.481;13.645;16.578;12.441;12.978;12.838;14.750;14.532;14.674;12.604;11.748;13.563;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.709;13.804;14.885;14.441;14.238;15.476;17.462;15.030;15.064;14.655;14.176;15.755;14.653;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.709;10.173;12.113;11.958;11.845;11.644;11.477;11.982;12.102;12.662;12.836;12.354;11.665;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.713;9.628;11.899;12.320;10.825;12.740;13.917;12.216;11.016;11.789;11.589;11.014;12.106;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.580;0.060;15.242;17.587;19.625;15.642;13.917;13.662;17.387;17.855;15.364;15.306;15.542;14.159;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.712;9.563;10.742;12.300;11.160;10.792;10.521;11.443;10.885;12.179;10.624;11.148;11.865;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.530;0.238;12.002;11.472;12.407;12.288;12.012;12.065;13.520;12.390;11.604;11.643;11.526;11.492;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.715;10.308;12.087;15.180;13.824;12.855;13.673;12.625;12.279;13.057;13.006;12.692;13.531;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.892;0.145;15.278;15.902;19.065;15.955;15.516;18.992;14.385;16.563;15.947;17.847;14.779;18.180;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.707;10.236;11.128;11.146;11.304;10.479;13.093;11.071;11.911;11.860;11.171;11.076;11.120;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.652;0.050;11.667;11.407;11.574;10.015;11.356;13.135;11.533;11.638;11.045;10.716;10.408;12.179;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.710;10.896;12.019;13.105;13.434;14.734;15.246;14.292;14.342;14.737;14.592;12.696;13.542;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.885;0.155;12.169;12.452;13.085;12.593;11.285;12.328;12.458;15.432;11.753;12.476;12.085;11.431;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.710;10.481;11.711;13.140;11.798;11.565;11.866;11.572;12.340;13.252;12.398;11.078;12.000;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.026;0.120;12.918;13.344;15.382;13.576;11.892;12.541;12.319;12.698;12.877;12.604;12.457;13.381;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.320;0.083;12.672;11.828;12.710;13.647;11.585;11.951;11.660;14.885;11.352;12.147;12.732;11.385;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;2.626;0.014;16.499;13.873;15.748;15.188;15.507;18.712;14.492;16.064;14.662;15.530;14.656;17.335;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.704;11.427;14.402;14.118;12.816;12.763;12.607;13.310;12.517;12.966;12.627;12.665;13.886;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.093;0.374;11.633;12.365;12.610;11.540;12.827;14.781;13.498;13.037;12.266;12.087;11.643;12.888;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;2.112;0.026;17.344;16.033;18.774;18.317;16.014;16.050;15.232;17.985;15.451;18.489;16.769;17.491;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.843;0.153;11.830;11.005;13.252;11.224;10.987;11.307;11.695;12.162;12.914;11.374;11.054;13.305;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.708;13.433;17.536;18.958;16.609;16.911;18.105;15.854;15.755;15.574;15.823;16.515;17.624;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.705;10.756;12.100;13.630;11.947;12.506;13.975;12.489;12.911;14.057;11.971;11.340;12.414;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.492;0.063;13.442;14.823;15.073;13.837;11.950;13.212;14.726;15.814;12.854;13.848;13.051;14.792;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.709;10.782;13.749;13.941;11.852;14.277;15.464;14.354;13.229;14.987;12.216;11.841;14.655;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.423;0.265;11.656;11.788;12.154;11.777;12.737;14.510;11.468;11.889;13.481;12.644;11.232;11.297;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.715;11.775;14.569;15.433;15.034;14.041;13.223;13.508;13.123;14.067;14.278;14.155;14.662;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.962;0.131;10.821;11.180;9.859;10.766;12.425;14.500;11.512;12.282;12.089;11.479;10.884;11.252;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.712;10.349;13.408;14.914;14.304;13.795;14.466;13.412;12.621;13.739;13.935;13.600;13.820;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.992;0.128;12.657;11.754;12.670;12.211;11.970;12.255;11.665;14.253;13.853;12.709;13.134;12.824;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.709;11.532;13.130;13.423;13.647;12.856;13.666;13.732;15.792;13.724;13.855;12.447;13.610;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.707;11.679;12.190;13.862;12.506;13.510;13.228;13.349;14.019;14.196;13.394;11.860;13.111;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.585;0.223;11.764;11.450;12.912;12.868;12.431;12.619;14.602;11.178;12.395;12.224;11.626;12.453;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.705;11.525;12.531;14.254;13.159;11.861;13.864;13.085;14.338;14.668;13.018;12.385;14.269;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;1.603;0.050;10.726;10.741;10.806;9.123;10.232;10.611;10.407;10.220;10.644;10.103;9.149;10.717;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.278;0.320;10.702;10.609;12.307;10.899;10.425;11.406;10.453;11.306;11.447;10.704;10.661;11.158;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.709;10.621;11.530;11.178;10.940;11.128;13.858;11.139;12.419;11.497;10.930;11.477;10.872;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.710;11.342;13.023;14.939;14.211;11.968;12.258;12.910;11.361;11.794;12.843;12.722;13.454;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.709;10.619;11.308;12.609;10.735;11.959;14.941;11.610;12.695;12.110;11.283;11.184;12.694;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.708;10.651;11.936;13.032;12.018;12.073;14.597;13.176;12.048;13.062;11.693;11.741;13.692;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
1/;1;0.000;0.714;11.192;12.918;13.304;13.268;12.620;11.749;14.735;14.594;13.699;14.595;13.343;14.443;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
