"","V1","V2","V3","V4","V5","V6","V7","V8"
"65","T7_4","10000","10000","7","-47683.6","-46594.2","2178.9","0.0466"
"66","T7_5","10000","10000","7","-47793.3","-46593.7","2399.2","0.0507"
"67","T7_6","10000","10000","7","-47675.5","-46615.9","2119.3","0.0474"
"68","T7_7","10000","10000","7","-47748.9","-46601.5","2294.8","0.0483"
"69","T7_8","10000","10000","7","-47570.0","-46614.1","1911.8","0.0489"
"70","T7_9","10000","10000","7","-47909.4","-46624.0","2570.7","0.0484"
"71","T7_10","10000","10000","7","-47582.2","-46615.0","1934.4","0.0480"
"72","T8_1","10000","10000","8","-47415.7","-46163.9","2503.5","0.0466"
"73","T8_2","10000","10000","8","-47310.7","-46116.2","2389.0","0.0470"
"74","T8_3","10000","10000","8","-47349.3","-46183.3","2332.1","0.0482"
"75","T8_4","10000","10000","8","-47526.7","-46177.4","2698.7","0.0473"
"76","T8_5","10000","10000","8","-47374.5","-46175.9","2397.3","0.0470"
"77","T8_6","10000","10000","8","-47319.3","-46160.4","2317.8","0.0467"
"78","T8_7","10000","10000","8","-47617.2","-46175.6","2883.3","0.0494"
"79","T8_8","10000","10000","8","-47427.8","-46154.1","2547.4","0.0483"
"80","T8_9","10000","10000","8","-47435.0","-46202.1","2465.7","0.0494"
"81","T8_10","10000","10000","8","-47304.3","-46124.0","2360.5","0.0494"
"82","T9_1","10000","10000","9","-46977.7","-45787.0","2381.3","0.0446"
"83","T9_2","10000","10000","9","-46977.7","-45787.0","2381.3","0.0446"
"84","T9_3","10000","10000","9","-47017.0","-45730.9","2572.2","0.0469"
"85","T9_4","10000","10000","9","-47270.7","-45722.6","3096.1","0.0458"
"86","T9_5","10000","10000","9","-46900.0","-45716.5","2367.1","0.0448"
"87","T9_6","10000","10000","9","-47272.3","-45838.4","2867.8","0.0468"
"88","T9_7","10000","10000","9","-46908.3","-45720.7","2375.1","0.0456"
"89","T9_8","10000","10000","9","-47068.9","-45732.1","2673.7","0.0470"
"90","T9_9","10000","10000","9","-46892.6","-45722.7","2339.7","0.0476"
"91","T9_10","10000","10000","9","-47523.2","-45936.8","3172.8","0.0501"
"92","T10_1","10000","10000","10","-46812.4","-45445.9","2732.9","0.0450"
"93","T10_2","10000","10000","10","-46675.7","-45354.3","2642.6","0.0442"
"94","T10_3","10000","10000","10","-47173.3","-45419.7","3507.1","0.0481"
"95","T10_4","10000","10000","10","-46699.0","-45377.7","2642.5","0.0452"
"96","T10_5","10000","10000","10","-46869.5","-45395.6","2947.7","0.0455"
"97","T10_6","10000","10000","10","-46767.7","-45357.1","2821.1","0.0446"
"98","T10_7","10000","10000","10","-47233.5","-45467.7","3531.6","0.0471"
"99","T10_8","10000","10000","10","-46826.5","-45387.1","2878.8","0.0470"
"100","T10_9","10000","10000","10","-46790.5","-45384.5","2812.0","0.0458"
"101","T10_10","10000","10000","10","-47092.7","-45477.1","3231.2","0.0486"
"102","T11_1","10000","10000","11","-46327.4","-44948.7","2757.4","0.0419"
"103","T11_2","10000","10000","11","-46324.1","-44961.7","2724.7","0.0440"
"104","T11_3","10000","10000","11","-46850.0","-45132.3","3435.4","0.0467"
"105","T11_4","10000","10000","11","-46465.5","-44996.3","2938.2","0.0457"
"106","T11_5","10000","10000","11","-46465.5","-44996.3","2938.2","0.0457"
"107","T11_6","10000","10000","11","-46337.7","-45043.8","2587.7","0.0448"
"108","T11_7","10000","10000","11","-46317.1","-45003.4","2627.4","0.0427"
"109","T11_8","10000","10000","11","-46680.7","-45093.5","3174.4","0.0441"
"110","T11_9","10000","10000","11","-46750.3","-45010.7","3479.1","0.0442"
"111","T11_10","10000","10000","11","-46630.9","-45085.6","3090.4","0.0457"
"112","T12_1","10000","10000","12","-46267.9","-44738.9","3058.1","0.0438"
"113","T12_2","10000","10000","12","-46236.6","-44702.5","3068.2","0.0431"
"114","T12_3","10000","10000","12","-46130.8","-44667.4","2926.8","0.0425"
"115","T12_4","10000","10000","12","-46299.0","-44610.3","3377.4","0.0441"
"116","T12_5","10000","10000","12","-46388.1","-44730.4","3315.4","0.0426"
"117","T12_6","10000","10000","12","-46818.5","-44717.6","4201.6","0.0439"
"118","T12_7","10000","10000","12","-46031.6","-44608.4","2846.5","0.0414"
"119","T12_8","10000","10000","12","-46291.2","-44736.0","3110.5","0.0457"
"120","T12_9","10000","10000","12","-46293.6","-44750.7","3085.8","0.0426"
"121","T12_10","10000","10000","12","-46924.4","-44741.1","4366.6","0.0434"
"122","T13_1","10000","10000","13","-45979.7","-44413.1","3133.2","0.0426"
"123","T13_2","10000","10000","13","-45931.3","-44383.4","3095.7","0.0420"
"124","T13_3","10000","10000","13","-46019.9","-44313.5","3412.8","0.0415"
"125","T13_4","10000","10000","13","-45859.6","-44379.9","2959.3","0.0422"
"126","T13_5","10000","10000","13","-45863.7","-44382.1","2963.3","0.0427"
"127","T13_6","10000","10000","13","-46171.2","-44489.9","3362.6","0.0428"
"128","T13_7","10000","10000","13","-46042.6","-44360.9","3363.4","0.0425"
"129","T13_8","10000","10000","13","-45996.8","-44443.1","3107.4","0.0433"
"130","T13_9","10000","10000","13","-46023.7","-44365.7","3316.1","0.0428"
"131","T13_10","10000","10000","13","-46035.4","-44412.3","3246.2","0.0420"
"132","T14_1","10000","10000","14","-45590.9","-44068.9","3043.9","0.0417"
"133","T14_2","10000","10000","14","-45677.4","-44067.3","3220.4","0.0422"
"134","T14_3","10000","10000","14","-45891.3","-44088.6","3605.5","0.0413"
"135","T14_4","10000","10000","14","-45661.9","-44125.0","3073.9","0.0430"
"136","T14_5","10000","10000","14","-45645.2","-44111.4","3067.8","0.0407"
"137","T14_6","10000","10000","14","-45666.4","-44177.1","2978.5","0.0404"
"138","T14_7","10000","10000","14","-45742.6","-44101.2","3282.9","0.0411"
"139","T14_8","10000","10000","14","-45610.6","-44151.6","2917.8","0.0412"
"140","T14_9","10000","10000","14","-45909.8","-44146.5","3526.6","0.0425"
"141","T14_10","10000","10000","14","-46363.5","-44315.4","4096.3","0.0417"
"142","T15_1","10000","10000","15","-45688.5","-43824.7","3727.6","0.0415"
"143","T15_2","10000","10000","15","-45576.7","-43843.1","3467.2","0.0409"
"144","T15_3","10000","10000","15","-45483.0","-43800.6","3364.8","0.0404"
"145","T15_4","10000","10000","15","-45468.7","-43822.2","3293.0","0.0416"
"146","T15_5","10000","10000","15","-45765.1","-43954.9","3620.5","0.0415"
"147","T15_6","10000","10000","15","-45594.0","-43846.2","3495.6","0.0413"
"148","T15_7","10000","10000","15","-45594.0","-43846.2","3495.6","0.0413"
"149","T15_8","10000","10000","15","-45488.1","-43836.3","3303.7","0.0422"
"150","T15_9","10000","10000","15","-45457.2","-43825.0","3264.5","0.0423"
"151","T15_10","10000","10000","15","-45582.4","-43845.4","3474.0","0.0423"
"152","T16_1","10000","10000","16","-45430.3","-43598.1","3664.4","0.0413"
"153","T16_2","10000","10000","16","-45415.9","-43564.5","3702.7","0.0412"
"154","T16_3","10000","10000","16","-45493.9","-43580.0","3827.8","0.0417"
"155","T16_4","10000","10000","16","-45471.3","-43593.9","3754.8","0.0417"
"156","T16_5","10000","10000","16","-45574.1","-43876.8","3394.6","0.0402"
"157","T16_6","10000","10000","16","-45476.5","-43574.3","3804.4","0.0408"
"158","T16_7","10000","10000","16","-45325.0","-43601.9","3446.2","0.0415"
"159","T16_8","10000","10000","16","-45502.6","-43591.4","3822.5","0.0413"
"160","T16_9","10000","10000","16","-45287.1","-43608.3","3357.7","0.0422"
"161","T16_10","10000","10000","16","-45422.7","-43598.4","3648.5","0.0406"
"162","T17_1","10000","10000","17","-54845.3","-43691.4","22307.9","0.0411"
"163","T17_2","10000","10000","17","-45175.8","-43304.7","3742.2","0.0401"
"164","T17_3","10000","10000","17","-45607.2","-43331.4","4551.7","0.0410"
"165","T17_4","10000","10000","17","-45039.8","-43280.3","3518.9","0.0404"
"166","T17_5","10000","10000","17","-45084.7","-43293.8","3581.8","0.0407"
"167","T17_6","10000","10000","17","-44921.3","-43263.9","3314.8","0.0404"
"168","T17_7","10000","10000","17","-45233.1","-43308.2","3849.9","0.0406"
"169","T17_8","10000","10000","17","-45256.6","-43399.7","3713.8","0.0404"
"170","T17_9","10000","10000","17","-45086.3","-43290.6","3591.4","0.0405"
"171","T17_10","10000","10000","17","-48558.6","-43325.1","10466.9","0.0400"
"172","T18_1","10000","10000","18","-45002.3","-43024.0","3956.7","0.0404"
"173","T18_2","10000","10000","18","-45010.0","-43087.3","3845.5","0.0415"
"174","T18_3","10000","10000","18","-44873.1","-43119.3","3507.7","0.0405"
"175","T18_4","10000","10000","18","-44867.3","-43095.3","3544.0","0.0400"
"176","T18_5","10000","10000","18","-45041.2","-43080.1","3922.4","0.0398"
"177","T18_6","10000","10000","18","-44921.6","-43045.7","3751.8","0.0398"
"178","T18_7","10000","10000","18","-44995.4","-43061.3","3868.1","0.0403"
"179","T18_8","10000","10000","18","-46105.2","-43089.6","6031.2","0.0397"
"180","T18_9","10000","10000","18","-45400.9","-43411.6","3978.6","0.0403"
"181","T18_10","10000","10000","18","-44985.8","-43045.0","3881.7","0.0399"
"182","T19_1","10000","10000","19","-44970.6","-42868.4","4204.4","0.0406"
"183","T19_2","10000","10000","19","-45515.4","-43170.7","4689.5","0.0403"
"184","T19_3","10000","10000","19","-44946.5","-42943.4","4006.2","0.0397"
"185","T19_4","10000","10000","19","-44718.2","-42827.1","3782.2","0.0399"
"186","T19_5","10000","10000","19","-44718.2","-42827.1","3782.2","0.0399"
"187","T19_6","10000","10000","19","-44847.9","-42880.6","3934.6","0.0401"
"188","T19_7","10000","10000","19","-44773.6","-42894.8","3757.5","0.0401"
"189","T19_8","10000","10000","19","-45014.4","-42812.1","4404.7","0.0398"
"190","T19_9","10000","10000","19","-44649.1","-42827.7","3642.9","0.0397"
"191","T19_10","10000","10000","19","-44802.1","-42904.4","3795.4","0.0401"
"192","T20_1","10000","10000","20","-45297.6","-42688.9","5217.4","0.0399"
"193","T20_2","10000","10000","20","-44598.6","-42668.8","3859.6","0.0398"
"194","T20_3","10000","10000","20","-44489.3","-42656.8","3665.0","0.0396"
"195","T20_4","10000","10000","20","-44535.8","-42680.1","3711.5","0.0386"
"196","T20_5","10000","10000","20","-44535.8","-42680.1","3711.5","0.0386"
"197","T20_6","10000","10000","20","-45480.3","-42704.5","5551.5","0.0406"
"198","T20_7","10000","10000","20","-44759.9","-42742.6","4034.6","0.0407"
"199","T20_8","10000","10000","20","-44611.8","-42630.7","3962.2","0.0390"
"200","T20_9","10000","10000","20","-44757.2","-42722.7","4068.9","0.0392"
"201","T20_10","10000","10000","20","-44716.4","-42695.3","4042.1","0.0400"
"202","T21_1","10000","10000","21","-44436.9","-42434.5","4004.8","0.0398"
"203","T21_2","10000","10000","21","-45144.4","-42607.0","5074.7","0.0398"
"204","T21_3","10000","10000","21","-44566.0","-42527.6","4076.9","0.0408"
"205","T21_4","10000","10000","21","-51728.7","-42536.3","18384.8","0.0391"
"206","T21_5","10000","10000","21","-44674.1","-42501.1","4346.1","0.0390"
"207","T21_6","10000","10000","21","-44445.5","-42435.8","4019.4","0.0389"
"208","T21_7","10000","10000","21","-44406.5","-42443.5","3926.1","0.0400"
"209","T21_8","10000","10000","21","-45005.2","-42541.8","4926.8","0.0398"
"210","T21_9","10000","10000","21","-44909.5","-42509.7","4799.6","0.0395"
"211","T21_10","10000","10000","21","-44712.4","-42431.6","4561.7","0.0397"
"212","T22_1","10000","10000","22","-44486.1","-42310.1","4352.1","0.0394"
"213","T22_2","10000","10000","22","-44453.0","-42259.9","4386.1","0.0399"
"214","T22_3","10000","10000","22","-44262.0","-42218.7","4086.6","0.0385"
"215","T22_4","10000","10000","22","-44586.4","-42769.8","3633.2","0.0389"
"216","T22_5","10000","10000","22","-44337.6","-42234.6","4206.0","0.0391"
"217","T22_6","10000","10000","22","-50178.3","-42384.3","15587.9","0.0391"
"218","T22_7","10000","10000","22","-44648.4","-42335.6","4625.5","0.0393"
"219","T22_8","10000","10000","22","-49923.0","-42320.2","15205.7","0.0385"
"220","T22_9","10000","10000","22","-44768.8","-42331.4","4874.9","0.0387"
"221","T22_10","10000","10000","22","-50213.6","-42407.4","15612.4","0.0393"
"222","T23_1","10000","10000","23","-44383.0","-42184.5","4396.8","0.0394"
"223","T23_2","10000","10000","23","-44301.5","-42065.7","4471.7","0.0382"
"224","T23_3","10000","10000","23","-44316.2","-42319.7","3993.0","0.0390"
"225","T23_4","10000","10000","23","-44294.0","-42116.8","4354.4","0.0392"
"226","T23_5","10000","10000","23","-53913.6","-42208.2","23410.8","0.0395"
"227","T23_6","10000","10000","23","-44435.8","-42103.7","4664.1","0.0397"
"228","T23_7","10000","10000","23","-44537.2","-42360.3","4353.7","0.0388"
"229","T23_8","10000","10000","23","-50894.9","-42403.8","16982.2","0.0390"
"230","T23_9","10000","10000","23","-44271.0","-42109.8","4322.3","0.0380"
"231","T23_10","10000","10000","23","-44634.7","-42153.4","4962.6","0.0392"
"232","T24_1","10000","10000","24","-44358.0","-41976.8","4762.4","0.0401"
"233","T24_2","10000","10000","24","-63393.3","-42150.8","42485.1","0.0387"
"234","T24_3","10000","10000","24","-63393.3","-42150.8","42485.1","0.0387"
"235","T24_4","10000","10000","24","-46503.5","-41979.6","9047.9","0.0388"
"236","T24_5","10000","10000","24","-44268.1","-41981.9","4572.3","0.0386"
"237","T24_6","10000","10000","24","-44340.5","-41976.2","4728.5","0.0388"
"238","T24_7","10000","10000","24","-44614.1","-42247.5","4733.2","0.0389"
"239","T24_8","10000","10000","24","-63388.8","-42090.4","42596.7","0.0385"
"240","T24_9","10000","10000","24","-44175.0","-41928.8","4492.3","0.0385"
"241","T24_10","10000","10000","24","-44244.5","-41999.6","4489.8","0.0382"
"242","T25_1","10000","10000","25","-44207.3","-41762.0","4890.4","0.0383"
"243","T25_2","10000","10000","25","-51015.7","-42080.3","17870.7","0.0390"
"244","T25_3","10000","10000","25","-51015.7","-42080.3","17870.7","0.0390"
"245","T25_4","10000","10000","25","-44076.1","-41813.9","4524.3","0.0391"
"246","T25_5","10000","10000","25","-44110.0","-41814.6","4590.9","0.0385"
"247","T25_6","10000","10000","25","-44148.9","-41754.2","4789.4","0.0386"
"248","T25_7","10000","10000","25","-44183.6","-41863.5","4640.2","0.0389"
"249","T25_8","10000","10000","25","-43954.7","-41844.8","4219.9","0.0389"
"250","T25_9","10000","10000","25","-44322.7","-42023.0","4599.4","0.0394"
"251","T25_10","10000","10000","25","-44338.0","-41769.3","5137.5","0.0383"
"252","T26_1","10000","10000","26","-43927.5","-41720.0","4415.0","0.0390"
"253","T26_2","10000","10000","26","-46787.5","-41688.9","10197.2","0.0388"
"254","T26_3","10000","10000","26","-51429.8","-41668.7","19522.2","0.0390"
"255","T26_4","10000","10000","26","-44145.8","-41655.0","4981.6","0.0383"
"256","T26_5","10000","10000","26","-51653.1","-41993.4","19319.5","0.0381"
"257","T26_6","10000","10000","26","-44886.5","-41690.3","6392.6","0.0390"
"258","T26_7","10000","10000","26","-47518.7","-42095.2","10846.9","0.0385"
"259","T26_8","10000","10000","26","-43898.3","-41627.7","4541.2","0.0387"
"260","T26_9","10000","10000","26","-47518.7","-42095.2","10846.9","0.0385"
"261","T26_10","10000","10000","26","-44699.2","-42114.1","5170.2","0.0397"
"262","T27_1","10000","10000","27","-43886.1","-41440.0","4892.3","0.0386"
"263","T27_2","10000","10000","27","-51776.6","-41939.7","19673.8","0.0387"
"264","T27_3","10000","10000","27","-59853.3","-41682.5","36341.6","0.0387"
"265","T27_4","10000","10000","27","-44100.0","-41496.8","5206.4","0.0386"
"266","T27_5","10000","10000","27","-46886.3","-41806.0","10160.5","0.0389"
"267","T27_6","10000","10000","27","-44343.4","-41480.8","5725.3","0.0384"
"268","T27_7","10000","10000","27","-46578.0","-41680.2","9795.6","0.0390"
"269","T27_8","10000","10000","27","-44364.2","-41964.7","4799.0","0.0392"
"270","T27_9","10000","10000","27","-65200.8","-42462.6","45476.5","0.0391"
"271","T27_10","10000","10000","27","-60217.7","-41660.4","37114.7","0.0383"
"272","T28_1","10000","10000","28","-46772.4","-41567.8","10409.4","0.0385"
"273","T28_2","10000","10000","28","-43791.3","-41409.2","4764.2","0.0388"
"274","T28_3","10000","10000","28","-47195.6","-41713.5","10964.2","0.0383"
"275","T28_4","10000","10000","28","-50475.4","-41667.3","17616.0","0.0390"
"276","T28_5","10000","10000","28","-49987.8","-41747.4","16480.9","0.0382"
"277","T28_6","10000","10000","28","-49851.2","-41920.6","15861.3","0.0391"
"278","T28_7","10000","10000","28","-53399.0","-41911.3","22975.4","0.0395"
"279","T28_8","10000","10000","28","-44728.2","-41569.6","6317.2","0.0390"
"280","T28_9","10000","10000","28","-47949.7","-41733.0","12433.3","0.0388"
"281","T28_10","10000","10000","28","-45602.0","-41564.1","8075.7","0.0384"
"282","T29_1","10000","10000","29","-44242.9","-41904.1","4677.7","0.0390"
"283","T29_2","10000","10000","29","-44242.9","-41904.1","4677.7","0.0390"
"284","T29_3","10000","10000","29","-90222.9","-41934.9","96575.9","0.0388"
"285","T29_4","10000","10000","29","-43995.9","-41300.3","5391.3","0.0387"
"286","T29_5","10000","10000","29","-50202.6","-41380.0","17645.2","0.0384"
"287","T29_6","10000","10000","29","-47735.6","-41512.7","12445.7","0.0387"
"288","T29_7","10000","10000","29","-58066.0","-42094.8","31942.5","0.0383"
"289","T29_8","10000","10000","29","-44375.8","-41476.5","5798.7","0.0384"
"290","T29_9","10000","10000","29","-43654.3","-41182.6","4943.3","0.0386"
"291","T29_10","10000","10000","29","-51985.2","-41482.8","21004.6","0.0388"
"292","T30_1","10000","10000","30","-43956.7","-41135.9","5641.6","0.0391"
"293","T30_2","10000","10000","30","-55695.1","-41326.1","28737.9","0.0394"
"294","T30_3","10000","10000","30","-46143.5","-41091.8","10103.3","0.0383"
"295","T30_4","10000","10000","30","-43764.2","-41243.4","5041.7","0.0385"
"296","T30_5","10000","10000","30","-53638.1","-41456.2","24363.7","0.0384"
"297","T30_6","10000","10000","30","-45215.9","-41137.4","8156.9","0.0383"
"298","T30_7","10000","10000","30","-47838.2","-41095.9","13484.6","0.0383"
"299","T30_8","10000","10000","30","-43505.9","-41120.9","4770.0","0.0381"
"300","T30_9","10000","10000","30","-49226.9","-41367.1","15719.6","0.0382"
"301","T30_10","10000","10000","30","-54317.8","-41236.4","26162.7","0.0391"
"302","T31_1","10000","10000","31","-44078.6","-41193.9","5769.3","0.0380"
"303","T31_2","10000","10000","31","-66824.6","-41240.4","51168.4","0.0388"
"304","T31_3","10000","10000","31","-46054.7","-41008.3","10092.8","0.0387"
"305","T31_4","10000","10000","31","-43589.2","-40979.1","5220.2","0.0377"
"306","T31_5","10000","10000","31","-49666.4","-41317.7","16697.5","0.0383"
"307","T31_6","10000","10000","31","-44303.5","-41001.8","6603.4","0.0378"
"308","T31_7","10000","10000","31","-43975.9","-41219.5","5512.8","0.0384"
"309","T31_8","10000","10000","31","-49828.7","-41169.0","17319.3","0.0386"
"310","T31_9","10000","10000","31","-55252.8","-41325.4","27854.8","0.0386"
"311","T31_10","10000","10000","31","-49302.8","-41324.7","15956.1","0.0390"
"312","T32_1","10000","10000","32","-43746.3","-40883.5","5725.6","0.0383"
"313","T32_2","10000","10000","32","-44150.4","-41327.7","5645.4","0.0386"
"314","T32_3","10000","10000","32","-49761.6","-41328.0","16867.2","0.0382"
"315","T32_4","10000","10000","32","-43656.8","-41096.9","5119.8","0.0383"
"316","T32_5","10000","10000","32","-48152.7","-40932.8","14439.8","0.0384"
"317","T32_6","10000","10000","32","-80689.3","-41057.4","79264.0","0.0384"
"318","T32_7","10000","10000","32","-47197.5","-41156.7","12081.5","0.0388"
"319","T32_8","10000","10000","32","-57292.5","-41172.5","32239.9","0.0389"
"320","T32_9","10000","10000","32","-49693.2","-41239.4","16907.7","0.0385"
"321","T32_10","10000","10000","32","-46522.7","-41118.5","10808.5","0.0378"
"322","T33_1","10000","10000","33","-43754.7","-40768.6","5972.2","0.0377"
"323","T33_2","10000","10000","33","-43725.1","-40774.4","5901.5","0.0378"
"324","T33_3","10000","10000","33","-43404.4","-40700.6","5407.6","0.0378"
"325","T33_4","10000","10000","33","-43421.7","-40757.4","5328.6","0.0381"
"326","T33_5","10000","10000","33","-60868.4","-41430.3","38876.3","0.0388"
"327","T33_6","10000","10000","33","-45766.9","-40896.1","9741.6","0.0380"
"328","T33_7","10000","10000","33","-50930.0","-41188.8","19482.3","0.0383"
"329","T33_8","10000","10000","33","-113245.4","-41411.6","143667.6","0.0386"
"330","T33_9","10000","10000","33","-58005.4","-41149.6","33711.6","0.0383"
"331","T33_10","10000","10000","33","-57992.4","-41875.6","32233.7","0.0386"
"332","T34_1","10000","10000","34","-44005.0","-41033.0","5943.9","0.0386"
"333","T34_2","10000","10000","34","-102832.1","-41066.7","123530.7","0.0379"
"334","T34_3","10000","10000","34","-57395.9","-41007.6","32776.6","0.0378"
"335","T34_4","10000","10000","34","-57377.6","-41178.1","32399.0","0.0387"
"336","T34_5","10000","10000","34","-43816.0","-41076.8","5478.4","0.0381"
"337","T34_6","10000","10000","34","-68078.7","-40934.9","54287.7","0.0382"
"338","T34_7","10000","10000","34","-60755.0","-41169.9","39170.2","0.0383"
"339","T34_8","10000","10000","34","-47743.0","-40908.6","13668.9","0.0379"
"340","T34_9","10000","10000","34","-60535.1","-41183.6","38702.9","0.0383"
"341","T34_10","10000","10000","34","-43493.6","-40675.3","5636.5","0.0379"
"342","T35_1","10000","10000","35","-45845.5","-40947.7","9795.6","0.0382"
"343","T35_2","10000","10000","35","-45365.1","-40951.1","8828.2","0.0382"
"344","T35_3","10000","10000","35","-43149.5","-40693.0","4913.0","0.0377"
"345","T35_4","10000","10000","35","-85364.3","-41635.7","87457.3","0.0392"
"346","T35_5","10000","10000","35","-47538.7","-41016.7","13043.9","0.0377"
"347","T35_6","10000","10000","35","-48794.3","-40678.1","16232.3","0.0387"
"348","T35_7","10000","10000","35","-49245.6","-41058.0","16375.2","0.0390"
"349","T35_8","10000","10000","35","-43175.7","-40514.3","5322.7","0.0382"
"350","T35_9","10000","10000","35","-44673.4","-40931.4","7483.9","0.0387"
"351","T35_10","10000","10000","35","-46059.6","-41139.3","9840.7","0.0379"
"352","T36_1","10000","10000","36","-47993.8","-40693.0","14601.6","0.0384"
"353","T36_2","10000","10000","36","-125955.6","-40973.4","169964.3","0.0387"
"354","T36_3","10000","10000","36","-73942.7","-41117.0","65651.3","0.0388"
"355","T36_4","10000","10000","36","-43888.8","-40440.7","6896.0","0.0384"
"356","T36_5","10000","10000","36","-45429.6","-40823.7","9211.8","0.0379"
"357","T36_6","10000","10000","36","-66299.1","-41066.7","50464.9","0.0385"
